area,eccentricity,major_axis_length,minor_axis_length,label
371447,0.5377257701643869,753.2970410076074,635.1196500854447,MO
554048,0.1930274149655343,851.2269530038031,835.2182373344963,MO
316128,0.4584344212944574,674.6518368895623,599.5821383966245,MO
327667,0.20722420266141672,654.4788928709005,640.2724326297871,MO
389112,0.40681043250765936,739.802870971734,675.8192448146144,MO
444681,0.480874968678115,807.202875169545,707.7467462465435,MO
360410,0.3632664658616431,704.5298276531398,656.4000749674975,MO
465743,0.20227115965196965,780.626167122669,764.4902771392387,MO
488142,0.5181946073193298,855.0795872070198,731.3177079297612,MO
389730,0.6261166462850087,798.4602429255923,622.5829302467877,MO
426437,0.4824685753361588,790.7285541784097,692.6096413594338,MO
310161,0.5492281616133954,689.5744363222453,576.2583515630203,MO
290480,0.5126207874742772,657.1190089015843,564.2123181963702,MO
213741,0.4120022691568478,547.7487893096958,499.0992861180165,MO
558403,0.318103153888677,868.238963479861,823.1392523337579,MO
440937,0.6231301298229215,849.2350249461108,664.2021487481346,MO
523447,0.3405679591117371,845.266050831536,794.7359639755133,MO
293586,0.5287539204395674,664.2519478462365,563.8005608995468,MO
388235,0.17027061292356038,711.7264639469812,701.3333646321533,MO
201127,0.6644312867207727,589.6977757260446,440.7102550195952,MO
457876,0.44601470591796977,810.8528932641613,725.7341233288428,MO
411061,0.4437869080486532,766.7224681579745,687.0848035639639,MO
448862,0.18233095164458615,764.8149336092067,751.9945065224427,MO
305710,0.5095631831496894,675.7936092607844,581.4752855264096,MO
489266,0.4355464360805789,835.0683415561138,751.7003488200121,MO
675223,0.6498945079362353,1067.4292398456444,811.2722956166623,CL
822393,0.6245329113765679,1161.0905339597905,906.8099546866473,CL
659563,0.5510057959424289,1007.2188750890804,840.52557720124,CL
615677,0.6148249471386941,1009.3910838985713,796.070012697703,CL
778677,0.5753225991264103,1105.2846777430964,904.0417276520096,CL
700597,0.4722027602821408,1012.2399038358184,892.2793144102768,CL
827460,0.5800768536029309,1139.2214544190244,927.9662210953128,CL
536600,0.7183402345354485,1004.012761658582,698.4836090820431,CL
655900,0.6451203657728256,1049.1844791628,801.6618842141443,CL
720217,0.5721886762724343,1062.3621779081373,871.2666095251882,CL
776508,0.6473639585660373,1142.5019474664455,870.7932980991234,CL
706967,0.7367231066053155,1164.9435372919952,787.728466447163,CL
753466,0.5976652497808919,1098.7641947129719,880.9295244331386,CL
723982,0.4341349260312127,1019.9709190000843,918.8386191528023,CL
811954,0.6031602503617772,1145.1200523049185,913.3706905637256,CL
610830,0.5799982975316627,985.797281495836,803.0479006296722,CL
469017,0.38381172185696266,811.2872665849522,749.1518880227388,CL
951351,0.601452138940674,1237.7109651241115,988.8182236048456,CL
664756,0.6264381607050434,1046.5253349042252,815.7362775232048,CL
908626,0.43500112966726506,1145.0665666620605,1031.0521819809237,CL
517380,0.4039910098413313,857.0147417737653,783.965337723046,CL
828913,0.459544456748681,1095.1829365439219,972.6919471397807,CL
399259,0.583129841958226,801.4106356762943,651.0491450410058,CL
685335,0.4693059129736817,1009.4129397834663,891.3476119013704,CL
601798,0.5333348839340719,955.7263365591408,808.4529142379791,CL
234172,0.982897711341114,1280.9069479023756,235.8820281693063,AG
485756,0.927538662417108,1367.538435789779,511.08632825016474,AG
422570,0.968714523184628,1638.08918147418,406.5372113733972,AG
424978,0.8984833925799259,1114.9981432559007,489.4925577909662,AG
240596,0.9953250670067714,1786.5706577623014,172.54990378132476,AG
261570,0.9899959248958616,1543.8325373696136,217.82852716245927,AG
301364,0.9931158170779292,1817.1925524560959,212.8596858563228,AG
352851,0.9718446733134151,1916.487979971912,451.5675607355497,AG
249332,0.9922149547512846,1603.745658697654,199.7257967157245,AG
194075,0.986445489186028,1235.0943143889742,202.66575579938748,AG
282905,0.9924245045080434,1718.5469816746204,211.1338507565961,AG
233691,0.9808894515606787,1901.7954055558648,370.0245072028957,AG
325392,0.9889077039321674,1680.080075752314,249.54451182472232,AG
275285,0.9920774613054608,1675.893857270911,210.53863578775199,AG
228445,0.9955676711243902,1764.4221435031284,165.94024156265985,AG
400550,0.9836857776879084,1695.334770442535,304.98262430928827,AG
224628,0.9912124944637196,1481.1287895479322,195.92255414392352,AG
